Estatísticas para UPLOAD (sem outliers):
tree_ORTHOMCL1.nexus: média=23804.08 bps, std=2812.74, mediana=24304.76, min=18845.70, max=26874.72, n=5, outliers=0
tree_ORTHOMCL1527_Inner3.nexus: média=38811.35 bps, std=5866.58, mediana=35420.64, min=33338.71, max=47615.70, n=5, outliers=0
tree_ORTHOMCL1541_Inner1.nexus: média=21253.45 bps, std=4305.09, mediana=19992.22, min=14768.43, max=26110.58, n=5, outliers=0
tree_ORTHOMCL1541_Inner2.nexus: média=20312.82 bps, std=2607.95, mediana=19075.97, min=17678.25, max=24318.42, n=5, outliers=0
tree_ORTHOMCL1541_Inner3.nexus: média=44058.20 bps, std=7065.93, mediana=45840.06, min=35732.91, max=52168.04, n=5, outliers=0
tree_ORTHOMCL1591_Inner1.nexus: média=17840.95 bps, std=837.10, mediana=17469.02, min=17055.03, max=19400.64, n=5, outliers=0
tree_ORTHOMCL1591_Inner2.nexus: média=31194.86 bps, std=4351.07, mediana=32451.88, min=24962.28, max=36337.65, n=5, outliers=0
tree_ORTHOMCL1591_Inner3.nexus: média=36654.19 bps, std=5140.43, mediana=35788.09, min=29565.21, max=44714.73, n=5, outliers=0
tree_ORTHOMCL1619_Inner1.nexus: média=23152.82 bps, std=4208.15, mediana=23746.24, min=18611.25, max=29757.14, n=5, outliers=0
tree_ORTHOMCL1619_Inner2.nexus: média=21059.43 bps, std=3394.24, mediana=19542.34, min=18149.68, max=27597.88, n=5, outliers=0
tree_ORTHOMCL1619_Inner3.nexus: média=43869.58 bps, std=5721.90, mediana=46129.48, min=34307.17, max=49938.33, n=5, outliers=0
tree_ORTHOMCL1677_Inner1.nexus: média=19841.75 bps, std=1447.65, mediana=19647.67, min=18231.36, max=22441.46, n=5, outliers=0
tree_ORTHOMCL1677_Inner2.nexus: média=23898.97 bps, std=2360.13, mediana=24774.28, min=19624.21, max=26558.01, n=5, outliers=0
tree_ORTHOMCL1677_Inner3.nexus: média=38425.20 bps, std=5223.33, mediana=35991.04, min=34886.89, max=48755.01, n=5, outliers=0
tree_ORTHOMCL1678_Inner1.nexus: média=21446.68 bps, std=2806.98, mediana=20282.86, min=18107.81, max=25722.67, n=5, outliers=0
tree_ORTHOMCL1678_Inner2.nexus: média=21426.07 bps, std=3035.37, mediana=19595.17, min=18667.87, max=26194.42, n=5, outliers=0
tree_ORTHOMCL1678_Inner3.nexus: média=39650.00 bps, std=11688.62, mediana=48189.31, min=19047.74, max=48602.03, n=5, outliers=0
tree_ORTHOMCL1686_Inner1.nexus: média=19856.25 bps, std=1823.66, mediana=19295.03, min=18052.77, max=23216.72, n=5, outliers=0
tree_ORTHOMCL1686_Inner2.nexus: média=26769.97 bps, std=5656.50, mediana=24609.62, min=19533.89, max=35814.78, n=5, outliers=0
tree_ORTHOMCL1686_Inner3.nexus: média=43058.95 bps, std=7943.63, mediana=45753.28, min=32201.18, max=51428.68, n=5, outliers=0
tree_ORTHOMCL1706_Inner1.nexus: média=21079.99 bps, std=3639.28, mediana=18521.25, min=17679.37, max=25759.53, n=5, outliers=0
tree_ORTHOMCL1706_Inner2.nexus: média=28043.75 bps, std=2262.76, mediana=26951.25, min=25642.52, max=31779.60, n=5, outliers=0
tree_ORTHOMCL1706_Inner3.nexus: média=43658.42 bps, std=5467.45, mediana=41626.59, min=36770.52, max=51995.94, n=5, outliers=0
tree_ORTHOMCL1762_Inner1.nexus: média=21170.69 bps, std=2918.47, mediana=20193.28, min=17139.79, max=24658.90, n=5, outliers=0
tree_ORTHOMCL1762_Inner2.nexus: média=27867.04 bps, std=3481.08, mediana=26275.33, min=24105.48, max=32281.15, n=5, outliers=0
tree_ORTHOMCL1762_Inner3.nexus: média=40292.38 bps, std=2825.01, mediana=38367.12, min=37457.68, max=43961.55, n=5, outliers=0
tree_ORTHOMCL1770_Inner1.nexus: média=21163.11 bps, std=1847.02, mediana=22329.28, min=18130.01, max=22894.51, n=5, outliers=0
tree_ORTHOMCL1770_Inner2.nexus: média=19490.60 bps, std=941.00, mediana=19573.26, min=18123.80, max=20853.86, n=5, outliers=0
tree_ORTHOMCL1770_Inner3.nexus: média=42002.77 bps, std=4311.54, mediana=42697.53, min=34328.56, max=47416.55, n=5, outliers=0
tree_ORTHOMCL1772_Inner1.nexus: média=22358.62 bps, std=4329.07, mediana=19889.15, min=18629.72, max=30103.32, n=5, outliers=0
tree_ORTHOMCL1772_Inner2.nexus: média=20906.39 bps, std=2751.77, mediana=19525.86, min=17988.95, max=24452.94, n=5, outliers=0
tree_ORTHOMCL1772_Inner3.nexus: média=36102.95 bps, std=1197.74, mediana=35794.07, min=34722.09, max=38328.63, n=5, outliers=0
tree_ORTHOMCL1779_Inner1.nexus: média=20319.63 bps, std=3556.43, mediana=20293.05, min=14956.45, max=26159.19, n=5, outliers=0
tree_ORTHOMCL1779_Inner2.nexus: média=23860.95 bps, std=892.77, mediana=23317.90, min=22965.41, max=25395.58, n=5, outliers=0
tree_ORTHOMCL1779_Inner3.nexus: média=34066.47 bps, std=997.19, mediana=34071.55, min=32539.06, max=35176.78, n=5, outliers=0
tree_ORTHOMCL1780_Inner1.nexus: média=21782.31 bps, std=3598.91, mediana=21058.73, min=17015.03, max=27257.85, n=5, outliers=0
tree_ORTHOMCL1780_Inner2.nexus: média=22450.82 bps, std=3181.65, mediana=23685.91, min=17699.97, max=26732.38, n=5, outliers=0
tree_ORTHOMCL1780_Inner3.nexus: média=36640.67 bps, std=5826.21, mediana=35869.09, min=30103.58, max=44574.59, n=5, outliers=0
tree_ORTHOMCL1788_Inner1.nexus: média=20034.93 bps, std=2087.79, mediana=20023.54, min=17133.54, max=23603.49, n=5, outliers=0
tree_ORTHOMCL1788_Inner2.nexus: média=25305.92 bps, std=2992.32, mediana=26853.23, min=19931.56, max=28225.95, n=5, outliers=0
tree_ORTHOMCL1788_Inner3.nexus: média=37465.93 bps, std=5344.49, mediana=35405.59, min=32059.91, max=44290.81, n=5, outliers=0
tree_ORTHOMCL1795_Inner1.nexus: média=19967.71 bps, std=4420.35, mediana=18626.31, min=15366.84, max=28420.78, n=5, outliers=0
tree_ORTHOMCL1795_Inner2.nexus: média=18753.94 bps, std=1241.23, mediana=18715.26, min=17163.35, max=20315.56, n=5, outliers=0
tree_ORTHOMCL1795_Inner3.nexus: média=46214.60 bps, std=4592.49, mediana=44546.06, min=40669.23, max=53446.32, n=5, outliers=0
tree_ORTHOMCL1809_Inner1.nexus: média=18634.41 bps, std=1309.59, mediana=18564.05, min=16731.31, max=20739.61, n=5, outliers=0
tree_ORTHOMCL1809_Inner2.nexus: média=27584.97 bps, std=6116.64, mediana=24616.44, min=22045.72, max=39270.44, n=5, outliers=0
tree_ORTHOMCL1809_Inner3.nexus: média=39047.39 bps, std=6782.66, mediana=35842.69, min=31101.66, max=50320.50, n=5, outliers=0
tree_ORTHOMCL1813_Inner1.nexus: média=21877.62 bps, std=3503.14, mediana=23261.42, min=16795.48, max=26467.60, n=5, outliers=0
tree_ORTHOMCL1813_Inner2.nexus: média=20405.37 bps, std=3830.70, mediana=18762.89, min=17384.66, max=27890.97, n=5, outliers=0
tree_ORTHOMCL1813_Inner3.nexus: média=40078.83 bps, std=3493.26, mediana=38315.59, min=36518.38, max=44885.94, n=5, outliers=0
tree_ORTHOMCL1816_Inner1.nexus: média=22219.49 bps, std=3230.17, mediana=22298.90, min=18603.87, max=27854.54, n=5, outliers=0
tree_ORTHOMCL1816_Inner2.nexus: média=19370.32 bps, std=1475.89, mediana=18995.34, min=17961.40, max=22141.79, n=5, outliers=0
tree_ORTHOMCL1816_Inner3.nexus: média=40446.71 bps, std=6053.95, mediana=41224.71, min=33113.32, max=48138.04, n=5, outliers=0
tree_ORTHOMCL1833_Inner1.nexus: média=19349.49 bps, std=4300.91, mediana=19946.94, min=12079.31, max=24952.02, n=5, outliers=0
tree_ORTHOMCL1833_Inner2.nexus: média=27682.45 bps, std=3850.47, mediana=25480.82, min=24557.93, max=34778.74, n=5, outliers=0
tree_ORTHOMCL1833_Inner3.nexus: média=41792.99 bps, std=6514.84, mediana=46078.26, min=33491.85, max=47682.61, n=5, outliers=0
tree_ORTHOMCL1861_Inner1.nexus: média=18669.08 bps, std=1989.77, mediana=19998.89, min=15077.96, max=20303.56, n=5, outliers=0
tree_ORTHOMCL1861_Inner2.nexus: média=22925.17 bps, std=5374.48, mediana=20507.35, min=18378.92, max=32744.02, n=5, outliers=0
tree_ORTHOMCL1861_Inner3.nexus: média=35189.70 bps, std=1658.82, mediana=35971.28, min=32263.13, max=36744.09, n=5, outliers=0
tree_ORTHOMCL1863_Inner1.nexus: média=23396.25 bps, std=2670.01, mediana=24624.01, min=18060.74, max=24908.16, n=5, outliers=0
tree_ORTHOMCL1863_Inner2.nexus: média=18474.50 bps, std=815.28, mediana=18882.84, min=17358.70, max=19526.45, n=5, outliers=0
tree_ORTHOMCL1863_Inner3.nexus: média=39674.86 bps, std=3632.58, mediana=42051.15, min=34469.82, max=42996.50, n=5, outliers=0
tree_ORTHOMCL1869_Inner1.nexus: média=20393.04 bps, std=3938.14, mediana=18710.34, min=17080.18, max=28021.42, n=5, outliers=0
tree_ORTHOMCL1869_Inner2.nexus: média=22243.78 bps, std=3168.51, mediana=22936.15, min=18459.49, max=27314.41, n=5, outliers=0
tree_ORTHOMCL1869_Inner3.nexus: média=33315.79 bps, std=9646.92, mediana=32922.47, min=22582.70, max=50890.27, n=5, outliers=0
tree_ORTHOMCL1875_Inner1.nexus: média=21663.37 bps, std=4174.71, mediana=19233.85, min=18041.58, max=28894.42, n=5, outliers=0
tree_ORTHOMCL1875_Inner2.nexus: média=18833.04 bps, std=3628.96, mediana=17828.31, min=15316.42, max=25724.70, n=5, outliers=0
tree_ORTHOMCL1875_Inner3.nexus: média=40461.12 bps, std=7699.52, mediana=35724.21, min=32540.25, max=51885.32, n=5, outliers=0
tree_ORTHOMCL1882_Inner1.nexus: média=21334.76 bps, std=3574.89, mediana=19711.78, min=17633.07, max=26936.33, n=5, outliers=0
tree_ORTHOMCL1882_Inner2.nexus: média=19307.97 bps, std=3547.62, mediana=18599.71, min=15257.49, max=25784.34, n=5, outliers=0
tree_ORTHOMCL1882_Inner3.nexus: média=38416.36 bps, std=3492.30, mediana=37352.96, min=34575.77, max=43794.29, n=5, outliers=0
tree_ORTHOMCL1890_Inner1.nexus: média=19988.01 bps, std=2739.89, mediana=19450.85, min=17316.05, max=25134.70, n=5, outliers=0
tree_ORTHOMCL1890_Inner2.nexus: média=29150.13 bps, std=3581.69, mediana=30290.33, min=24530.10, max=34278.30, n=5, outliers=0
tree_ORTHOMCL1890_Inner3.nexus: média=37303.73 bps, std=5927.65, mediana=35238.13, min=31882.88, max=48516.80, n=5, outliers=0
tree_ORTHOMCL1895_Inner1.nexus: média=20053.92 bps, std=3794.08, mediana=18166.55, min=17710.92, max=27603.92, n=5, outliers=0
tree_ORTHOMCL1895_Inner2.nexus: média=22343.44 bps, std=3438.75, mediana=20921.34, min=18302.00, max=27176.16, n=5, outliers=0
tree_ORTHOMCL1895_Inner3.nexus: média=38988.79 bps, std=4149.95, mediana=37697.81, min=34643.57, max=45139.97, n=5, outliers=0
tree_ORTHOMCL1906_Inner1.nexus: média=21413.51 bps, std=2945.03, mediana=22128.10, min=17013.92, max=24682.93, n=5, outliers=0
tree_ORTHOMCL1906_Inner2.nexus: média=27315.69 bps, std=3943.68, mediana=24781.37, min=24068.42, max=34185.04, n=5, outliers=0
tree_ORTHOMCL1906_Inner3.nexus: média=38576.36 bps, std=5892.49, mediana=35941.24, min=34923.91, max=50334.34, n=5, outliers=0
tree_ORTHOMCL1909_Inner1.nexus: média=20322.08 bps, std=3229.71, mediana=20322.00, min=16278.32, max=24968.16, n=5, outliers=0
tree_ORTHOMCL1909_Inner2.nexus: média=24409.42 bps, std=6071.92, mediana=21384.27, min=18097.14, max=33665.67, n=5, outliers=0
tree_ORTHOMCL1909_Inner3.nexus: média=36566.56 bps, std=6595.80, mediana=34084.67, min=31130.57, max=49265.05, n=5, outliers=0
tree_ORTHOMCL1915_Inner1.nexus: média=21366.02 bps, std=2071.87, mediana=22416.71, min=18682.82, max=23535.49, n=5, outliers=0
tree_ORTHOMCL1915_Inner2.nexus: média=28972.65 bps, std=1704.93, mediana=29613.45, min=26021.79, max=30623.42, n=5, outliers=0
tree_ORTHOMCL1916_Inner1.nexus: média=21808.50 bps, std=3167.55, mediana=21179.02, min=18460.01, max=26572.99, n=5, outliers=0
tree_ORTHOMCL1916_Inner2.nexus: média=21480.21 bps, std=3253.65, mediana=19987.57, min=18023.40, max=26780.88, n=5, outliers=0
tree_ORTHOMCL1916_Inner3.nexus: média=42582.24 bps, std=4377.52, mediana=44707.91, min=34501.63, max=46169.50, n=5, outliers=0
tree_ORTHOMCL1940_Inner1.nexus: média=21550.35 bps, std=3179.77, mediana=20099.74, min=18178.76, max=26916.22, n=5, outliers=0
tree_ORTHOMCL1940_Inner2.nexus: média=20013.94 bps, std=3873.33, mediana=19399.63, min=16227.81, max=27376.30, n=5, outliers=0
tree_ORTHOMCL1940_Inner3.nexus: média=36824.21 bps, std=5263.40, mediana=34569.52, min=32626.35, max=47160.94, n=5, outliers=0
tree_ORTHOMCL1952_Inner1.nexus: média=20885.51 bps, std=2219.55, mediana=19964.57, min=18514.59, max=24895.32, n=5, outliers=0
tree_ORTHOMCL1952_Inner2.nexus: média=4676.97 bps, std=317.34, mediana=4559.90, min=4253.27, max=5094.94, n=5, outliers=0
tree_ORTHOMCL1952_Inner3.nexus: média=36259.34 bps, std=3498.01, mediana=33909.76, min=33171.34, max=41397.38, n=5, outliers=0
tree_ORTHOMCL1954_Inner1.nexus: média=21478.84 bps, std=2277.54, mediana=21684.12, min=18442.34, max=24833.76, n=5, outliers=0
tree_ORTHOMCL1954_Inner2.nexus: média=18131.14 bps, std=1717.63, mediana=18271.89, min=15155.53, max=20471.32, n=5, outliers=0
tree_ORTHOMCL1954_Inner3.nexus: média=39467.84 bps, std=5733.34, mediana=36298.33, min=33240.30, max=46450.25, n=5, outliers=0
tree_ORTHOMCL1958_Inner1.nexus: média=17915.49 bps, std=2024.88, mediana=18343.77, min=15479.20, max=21023.14, n=5, outliers=0
tree_ORTHOMCL1958_Inner2.nexus: média=22998.59 bps, std=3092.75, mediana=23381.32, min=17327.22, max=26713.12, n=5, outliers=0
tree_ORTHOMCL1958_Inner3.nexus: média=41106.02 bps, std=6754.04, mediana=36991.29, min=33925.18, max=49785.59, n=5, outliers=0
tree_ORTHOMCL1965_Inner1.nexus: média=19184.47 bps, std=1544.20, mediana=18781.57, min=17398.57, max=21966.00, n=5, outliers=0
tree_ORTHOMCL1965_Inner2.nexus: média=21734.92 bps, std=3218.52, mediana=20007.98, min=18491.11, max=26245.18, n=5, outliers=0
tree_ORTHOMCL1965_Inner3.nexus: média=35120.12 bps, std=4146.55, mediana=33461.86, min=31871.62, max=43247.15, n=5, outliers=0
tree_ORTHOMCL1973_Inner1.nexus: média=21381.01 bps, std=2993.58, mediana=20133.58, min=18362.31, max=26085.37, n=5, outliers=0
tree_ORTHOMCL1973_Inner2.nexus: média=20832.87 bps, std=3314.64, mediana=19902.16, min=17151.50, max=25827.41, n=5, outliers=0
tree_ORTHOMCL1973_Inner3.nexus: média=35982.54 bps, std=4071.84, mediana=34992.82, min=31620.69, max=43709.00, n=5, outliers=0
tree_ORTHOMCL1977_Inner1.nexus: média=19653.26 bps, std=2830.71, mediana=18358.02, min=16834.30, max=24999.49, n=5, outliers=0
tree_ORTHOMCL1977_Inner2.nexus: média=19606.11 bps, std=1815.48, mediana=18719.32, min=17788.07, max=22974.53, n=5, outliers=0
tree_ORTHOMCL1977_Inner3.nexus: média=36827.35 bps, std=6699.69, mediana=33869.91, min=32148.69, max=50133.41, n=5, outliers=0
tree_ORTHOMCL1984_Inner1.nexus: média=21834.79 bps, std=3861.34, mediana=19879.00, min=17352.73, max=27965.41, n=5, outliers=0
tree_ORTHOMCL1984_Inner2.nexus: média=18081.54 bps, std=2082.14, mediana=18307.91, min=14372.38, max=20557.44, n=5, outliers=0
tree_ORTHOMCL1984_Inner3.nexus: média=43996.14 bps, std=5859.00, mediana=47508.63, min=35019.24, max=49705.08, n=5, outliers=0
tree_ORTHOMCL1985_Inner1.nexus: média=19505.94 bps, std=1851.02, mediana=18721.59, min=17864.86, max=23099.16, n=5, outliers=0
tree_ORTHOMCL1985_Inner2.nexus: média=21148.56 bps, std=3561.80, mediana=18959.58, min=17184.25, max=26258.20, n=5, outliers=0
tree_ORTHOMCL1985_Inner3.nexus: média=38758.35 bps, std=6323.41, mediana=35147.37, min=34173.42, max=51043.33, n=5, outliers=0
tree_ORTHOMCL1996_Inner1.nexus: média=20736.76 bps, std=2706.76, mediana=18604.94, min=18540.06, max=24804.43, n=5, outliers=0
tree_ORTHOMCL1996_Inner2.nexus: média=22149.50 bps, std=3594.48, mediana=20871.59, min=18552.64, max=28392.65, n=5, outliers=0
tree_ORTHOMCL1996_Inner3.nexus: média=38783.78 bps, std=4806.34, mediana=37640.03, min=33980.72, max=46471.35, n=5, outliers=0
tree_ORTHOMCL1997_Inner1.nexus: média=20547.89 bps, std=2622.57, mediana=21129.16, min=17032.47, max=24252.79, n=5, outliers=0
tree_ORTHOMCL1997_Inner2.nexus: média=20788.35 bps, std=3785.60, mediana=18721.24, min=16834.44, max=27309.82, n=5, outliers=0
tree_ORTHOMCL1997_Inner3.nexus: média=43095.99 bps, std=10448.27, mediana=36021.58, min=34966.50, max=61785.96, n=5, outliers=0
tree_ORTHOMCL1_Inner1.nexus: média=19583.09 bps, std=2512.14, mediana=18695.78, min=17813.02, max=24529.59, n=5, outliers=0
tree_ORTHOMCL1_Inner2.nexus: média=20076.01 bps, std=2456.00, mediana=18247.98, min=18185.24, max=24312.11, n=5, outliers=0
tree_ORTHOMCL1_Inner3.nexus: média=37086.91 bps, std=3383.93, mediana=36541.04, min=32785.03, max=43066.75, n=5, outliers=0
tree_ORTHOMCL2001_Inner1.nexus: média=21440.70 bps, std=2976.52, mediana=21695.51, min=16808.51, max=25831.39, n=5, outliers=0
tree_ORTHOMCL2001_Inner2.nexus: média=28285.03 bps, std=5695.88, mediana=27093.57, min=23257.60, max=39256.91, n=5, outliers=0
tree_ORTHOMCL2001_Inner3.nexus: média=41439.58 bps, std=8052.12, mediana=45183.65, min=30754.20, max=51640.98, n=5, outliers=0
tree_ORTHOMCL2020_Inner1.nexus: média=20254.07 bps, std=2261.33, mediana=18752.70, min=18506.51, max=24446.50, n=5, outliers=0
tree_ORTHOMCL2020_Inner2.nexus: média=29217.46 bps, std=4024.34, mediana=29460.36, min=24001.78, max=35061.87, n=5, outliers=0
tree_ORTHOMCL2020_Inner3.nexus: média=38262.66 bps, std=6861.38, mediana=35880.56, min=32833.21, max=51773.18, n=5, outliers=0
tree_ORTHOMCL2033_Inner1.nexus: média=22089.68 bps, std=3391.95, mediana=21395.38, min=17651.31, max=27894.53, n=5, outliers=0
tree_ORTHOMCL2033_Inner2.nexus: média=20566.88 bps, std=2182.99, mediana=19920.05, min=18755.75, max=24736.74, n=5, outliers=0
tree_ORTHOMCL2033_Inner3.nexus: média=42459.68 bps, std=4675.51, mediana=44521.50, min=33363.80, max=46161.73, n=5, outliers=0
tree_ORTHOMCL256_2_Inner1.nexus: média=20055.12 bps, std=2712.82, mediana=18899.18, min=18018.33, max=25420.75, n=5, outliers=0
tree_ORTHOMCL256_2_Inner2.nexus: média=25612.93 bps, std=3181.66, mediana=23959.67, min=22689.57, max=31299.65, n=5, outliers=0
tree_ORTHOMCL256_2_Inner3.nexus: média=29145.59 bps, std=6811.86, mediana=30028.07, min=16272.90, max=34929.77, n=5, outliers=0
tree_ORTHOMCL256_2_Inner4.nexus: média=23164.96 bps, std=3263.39, mediana=23533.55, min=18854.02, max=28208.28, n=5, outliers=0
tree_ORTHOMCL256_2_Inner5.nexus: média=42587.99 bps, std=2931.32, mediana=42170.05, min=38175.26, max=46109.23, n=5, outliers=0
tree_ORTHOMCL256_2_Inner6.nexus: média=58348.09 bps, std=3323.31, mediana=57275.24, min=54268.55, max=64100.15, n=5, outliers=0
tree_ORTHOMCL256_2_Inner7.nexus: média=52025.54 bps, std=3702.75, mediana=51533.58, min=46371.94, max=57467.90, n=5, outliers=0
tree_ORTHOMCL256_2_Inner8.nexus: média=76394.07 bps, std=9448.51, mediana=75639.05, min=63984.48, max=90045.52, n=5, outliers=0
tree_ORTHOMCL256_Inner1.nexus: média=20847.33 bps, std=943.29, mediana=20593.38, min=19550.93, max=22326.06, n=5, outliers=0
tree_ORTHOMCL256_Inner2.nexus: média=28291.11 bps, std=4144.39, mediana=27807.98, min=24060.66, max=36033.40, n=5, outliers=0
tree_ORTHOMCL256_Inner3.nexus: média=30633.82 bps, std=1875.63, mediana=31596.58, min=27917.05, max=32884.76, n=5, outliers=0
tree_ORTHOMCL256_Inner4.nexus: média=22466.92 bps, std=3025.87, mediana=23623.79, min=18158.52, max=25576.13, n=5, outliers=0
tree_ORTHOMCL256_Inner5.nexus: média=44932.92 bps, std=7123.18, mediana=40650.13, min=38837.36, max=58209.73, n=5, outliers=0
tree_ORTHOMCL256_Inner6.nexus: média=58217.24 bps, std=9892.17, mediana=54275.16, min=49769.56, max=77310.06, n=5, outliers=0
tree_ORTHOMCL256_Inner7.nexus: média=58301.93 bps, std=8285.76, mediana=53068.85, min=49281.09, max=68672.03, n=5, outliers=0
tree_ORTHOMCL256_Inner8.nexus: média=63518.29 bps, std=2232.50, mediana=63124.25, min=60433.79, max=67328.49, n=5, outliers=0
tree_ORTHOMCL320_Inner1.nexus: média=23320.37 bps, std=3173.31, mediana=24344.65, min=18679.15, max=27256.78, n=5, outliers=0
tree_ORTHOMCL320_Inner2.nexus: média=26609.60 bps, std=4398.45, mediana=24342.95, min=23736.16, max=35310.82, n=5, outliers=0
tree_ORTHOMCL320_Inner3.nexus: média=34006.75 bps, std=3687.89, mediana=31246.61, min=30801.45, max=39552.92, n=5, outliers=0
tree_ORTHOMCL320_Inner4.nexus: média=22102.66 bps, std=5218.72, mediana=20969.19, min=15654.97, max=31514.30, n=5, outliers=0
tree_ORTHOMCL320_Inner5.nexus: média=39497.56 bps, std=5176.02, mediana=36247.19, min=34148.12, max=47489.09, n=5, outliers=0
tree_ORTHOMCL320_Inner6.nexus: média=20421.60 bps, std=1987.92, mediana=19608.78, min=19180.79, max=24372.94, n=5, outliers=0
tree_ORTHOMCL320_Inner7.nexus: média=62762.79 bps, std=5492.80, mediana=60822.19, min=58031.67, max=73190.94, n=5, outliers=0
tree_ORTHOMCL337_Inner1.nexus: média=22336.74 bps, std=3402.73, mediana=23036.78, min=17848.23, max=26963.97, n=5, outliers=0
tree_ORTHOMCL337_Inner2.nexus: média=19977.52 bps, std=1938.73, mediana=19702.18, min=18115.36, max=23653.17, n=5, outliers=0
tree_ORTHOMCL337_Inner3.nexus: média=26113.19 bps, std=4483.01, mediana=24056.10, min=21662.16, max=34570.39, n=5, outliers=0
tree_ORTHOMCL337_Inner4.nexus: média=44918.99 bps, std=8725.13, mediana=48676.21, min=33762.96, max=54571.79, n=5, outliers=0
tree_ORTHOMCL337_Inner5.nexus: média=46338.76 bps, std=7600.93, mediana=41517.42, min=40063.56, max=60095.12, n=5, outliers=0
tree_ORTHOMCL337_Inner6.nexus: média=23646.46 bps, std=3040.91, mediana=25581.25, min=18508.00, max=26543.76, n=5, outliers=0
tree_ORTHOMCL337_Inner7.nexus: média=60716.20 bps, std=13669.42, mediana=57624.07, min=42633.22, max=84425.85, n=5, outliers=0
tree_ORTHOMCL358_Inner1.nexus: média=23218.03 bps, std=4043.57, mediana=23851.34, min=16888.69, max=27841.42, n=5, outliers=0
tree_ORTHOMCL358_Inner2.nexus: média=21665.92 bps, std=4444.10, mediana=19474.37, min=18100.19, max=29913.65, n=5, outliers=0
tree_ORTHOMCL358_Inner3.nexus: média=20105.63 bps, std=4344.06, mediana=17465.72, min=16433.10, max=27723.23, n=5, outliers=0
tree_ORTHOMCL358_Inner4.nexus: média=29254.93 bps, std=4946.10, mediana=28988.41, min=21267.28, max=35581.68, n=5, outliers=0
tree_ORTHOMCL358_Inner5.nexus: média=35801.84 bps, std=4223.03, mediana=33842.31, min=30140.89, max=41893.77, n=5, outliers=0
tree_ORTHOMCL358_Inner6.nexus: média=28742.39 bps, std=5111.48, mediana=25311.05, min=24028.13, max=35525.93, n=5, outliers=0
tree_ORTHOMCL358_Inner7.nexus: média=65223.16 bps, std=7961.45, mediana=62725.03, min=56981.36, max=78737.83, n=5, outliers=0
tree_ORTHOMCL364_Inner1.nexus: média=21798.98 bps, std=4144.31, mediana=19489.36, min=17754.13, max=28495.40, n=5, outliers=0
tree_ORTHOMCL364_Inner2.nexus: média=25843.35 bps, std=4746.72, mediana=23941.75, min=22503.93, max=35165.52, n=5, outliers=0
tree_ORTHOMCL364_Inner3.nexus: média=33488.95 bps, std=4812.28, mediana=30527.39, min=28648.27, max=40264.96, n=5, outliers=0
tree_ORTHOMCL364_Inner4.nexus: média=19593.43 bps, std=1815.37, mediana=20528.22, min=16221.72, max=21196.44, n=5, outliers=0
tree_ORTHOMCL364_Inner5.nexus: média=21652.58 bps, std=3791.61, mediana=22294.44, min=16507.57, max=26949.52, n=5, outliers=0
tree_ORTHOMCL364_Inner6.nexus: média=45231.01 bps, std=4107.15, mediana=47161.25, min=39408.64, max=50577.57, n=5, outliers=0
tree_ORTHOMCL364_Inner7.nexus: média=62354.58 bps, std=11664.49, mediana=58250.23, min=52148.34, max=85001.40, n=5, outliers=0
tree_ORTHOMCL371_Inner1.nexus: média=22287.42 bps, std=2231.78, mediana=22172.13, min=18990.48, max=25488.96, n=5, outliers=0
tree_ORTHOMCL371_Inner2.nexus: média=19763.02 bps, std=2528.17, mediana=18684.72, min=17365.62, max=24363.09, n=5, outliers=0
tree_ORTHOMCL371_Inner3.nexus: média=35473.41 bps, std=5859.96, mediana=34737.85, min=26664.15, max=44376.41, n=5, outliers=0
tree_ORTHOMCL371_Inner4.nexus: média=36187.19 bps, std=4129.54, mediana=36599.71, min=29915.33, max=41023.82, n=5, outliers=0
tree_ORTHOMCL371_Inner5.nexus: média=21757.65 bps, std=3097.44, mediana=22230.78, min=17183.58, max=26425.93, n=5, outliers=0
tree_ORTHOMCL371_Inner6.nexus: média=56484.77 bps, std=7987.30, mediana=51802.55, min=49770.95, max=71072.92, n=5, outliers=0
tree_ORTHOMCL374_Inner1.nexus: média=22235.28 bps, std=2092.08, mediana=22621.80, min=18276.99, max=24226.98, n=5, outliers=0
tree_ORTHOMCL374_Inner2.nexus: média=26532.33 bps, std=4040.21, mediana=24790.39, min=23203.46, max=34382.64, n=5, outliers=0
tree_ORTHOMCL374_Inner3.nexus: média=19180.79 bps, std=2431.07, mediana=18063.21, min=17337.70, max=23965.06, n=5, outliers=0
tree_ORTHOMCL374_Inner4.nexus: média=34308.94 bps, std=4432.83, mediana=32159.87, min=29890.23, max=40189.01, n=5, outliers=0
tree_ORTHOMCL374_Inner5.nexus: média=38166.53 bps, std=6003.70, mediana=35664.66, min=29815.83, max=45200.43, n=5, outliers=0
tree_ORTHOMCL374_Inner6.nexus: média=48891.54 bps, std=6099.57, mediana=48207.06, min=40173.77, max=59165.90, n=5, outliers=0
tree_ORTHOMCL374_Inner7.nexus: média=66969.68 bps, std=11719.95, mediana=64937.04, min=55468.52, max=87627.46, n=5, outliers=0
tree_ORTHOMCL421_Inner1.nexus: média=22472.69 bps, std=3608.60, mediana=24690.32, min=17454.46, max=26500.35, n=5, outliers=0
tree_ORTHOMCL421_Inner2.nexus: média=25303.07 bps, std=592.54, mediana=25409.99, min=24500.24, max=26214.60, n=5, outliers=0
