Estatísticas para DOWNLOAD (sem outliers):
tree_ORTHOMCL1.nexus: média=16892.09 bps, std=3089.69, mediana=15383.82, min=13745.02, max=22643.16, n=5, outliers=0
tree_ORTHOMCL358_Inner6.nexus: média=16700.40 bps, std=919.64, mediana=16246.34, min=16225.68, max=18539.51, n=5, outliers=0
tree_ORTHOMCL358_Inner7.nexus: média=36005.68 bps, std=5514.75, mediana=34969.06, min=29275.28, max=45470.02, n=5, outliers=0
tree_ORTHOMCL364_Inner1.nexus: média=13030.56 bps, std=1193.26, mediana=12525.42, min=11506.28, max=15001.15, n=5, outliers=0
tree_ORTHOMCL364_Inner2.nexus: média=17319.26 bps, std=2179.31, mediana=16230.77, min=16215.50, max=21677.84, n=5, outliers=0
tree_ORTHOMCL364_Inner3.nexus: média=18893.59 bps, std=1957.43, mediana=19950.86, min=14987.88, max=19966.03, n=5, outliers=0
tree_ORTHOMCL364_Inner4.nexus: média=12625.62 bps, std=178.79, mediana=12495.84, min=12488.02, max=12936.96, n=5, outliers=0
tree_ORTHOMCL364_Inner5.nexus: média=12558.34 bps, std=1596.09, mediana=12220.79, min=10486.32, max=14672.88, n=5, outliers=0
tree_ORTHOMCL364_Inner6.nexus: média=29318.17 bps, std=2192.70, mediana=27728.68, min=27712.92, max=33280.98, n=5, outliers=0
tree_ORTHOMCL364_Inner7.nexus: média=37440.66 bps, std=4721.74, mediana=38391.56, min=28795.32, max=43280.67, n=5, outliers=0
tree_ORTHOMCL371_Inner1.nexus: média=12975.49 bps, std=1003.80, mediana=12487.71, min=12437.54, max=14982.73, n=5, outliers=0
tree_ORTHOMCL371_Inner2.nexus: média=12645.59 bps, std=1175.26, mediana=12236.32, min=11115.54, max=14672.38, n=5, outliers=0
tree_ORTHOMCL371_Inner3.nexus: média=20021.67 bps, std=2803.60, mediana=19974.94, min=16803.12, max=23975.73, n=5, outliers=0
tree_ORTHOMCL371_Inner4.nexus: média=22493.41 bps, std=4652.29, mediana=23841.75, min=14301.95, max=28585.41, n=5, outliers=0
tree_ORTHOMCL371_Inner5.nexus: média=13150.29 bps, std=1005.32, mediana=12380.21, min=12354.08, max=14800.31, n=5, outliers=0
tree_ORTHOMCL371_Inner6.nexus: média=10602.38 bps, std=779.95, mediana=10757.78, min=9296.59, max=11369.34, n=5, outliers=0
tree_ORTHOMCL374_Inner1.nexus: média=12587.48 bps, std=2036.50, mediana=12218.76, min=9157.19, max=14678.46, n=5, outliers=0
tree_ORTHOMCL374_Inner2.nexus: média=16613.24 bps, std=1277.56, mediana=15981.79, min=15957.25, max=19168.24, n=5, outliers=0
tree_ORTHOMCL374_Inner3.nexus: média=12719.95 bps, std=982.62, mediana=12228.61, min=12221.17, max=14685.15, n=5, outliers=0
tree_ORTHOMCL374_Inner4.nexus: média=20602.40 bps, std=4605.32, mediana=23655.25, min=11900.55, max=23801.73, n=5, outliers=0
tree_ORTHOMCL374_Inner5.nexus: média=22032.12 bps, std=3260.64, mediana=23557.16, min=15721.13, max=24949.85, n=5, outliers=0
tree_ORTHOMCL374_Inner6.nexus: média=30424.03 bps, std=3370.18, mediana=30914.91, min=26618.92, max=35102.71, n=5, outliers=0
tree_ORTHOMCL374_Inner7.nexus: média=37639.11 bps, std=4986.40, mediana=37618.14, min=32207.78, max=45129.40, n=5, outliers=0
tree_ORTHOMCL421_Inner1.nexus: média=12673.36 bps, std=2189.30, mediana=12346.25, min=10592.35, max=16541.88, n=5, outliers=0
tree_ORTHOMCL421_Inner2.nexus: média=17170.73 bps, std=1921.14, mediana=16629.66, min=14253.42, max=19948.90, n=5, outliers=0
tree_ORTHOMCL421_Inner3.nexus: média=12805.37 bps, std=1888.42, mediana=12485.19, min=10717.97, max=14993.56, n=5, outliers=0
tree_ORTHOMCL421_Inner4.nexus: média=21083.25 bps, std=2364.66, mediana=20394.35, min=17490.14, max=24468.31, n=5, outliers=0
tree_ORTHOMCL421_Inner5.nexus: média=12853.83 bps, std=2081.66, mediana=12554.59, min=9357.77, max=14996.78, n=5, outliers=0
tree_ORTHOMCL421_Inner6.nexus: média=35166.53 bps, std=609.67, mediana=34830.28, min=34739.73, max=36360.94, n=5, outliers=0
tree_ORTHOMCL424_Inner1.nexus: média=13353.26 bps, std=1208.45, mediana=12377.72, min=12356.85, max=14853.95, n=5, outliers=0
tree_ORTHOMCL424_Inner2.nexus: média=13978.30 bps, std=1757.52, mediana=13283.34, min=11408.47, max=15965.41, n=5, outliers=0
tree_ORTHOMCL424_Inner3.nexus: média=12232.11 bps, std=1766.87, mediana=12358.22, min=9259.08, max=14824.78, n=5, outliers=0
tree_ORTHOMCL424_Inner4.nexus: média=12741.15 bps, std=1370.44, mediana=12482.02, min=10709.21, max=14982.78, n=5, outliers=0
tree_ORTHOMCL424_Inner5.nexus: média=19920.08 bps, std=3147.17, mediana=20045.98, min=15657.57, max=25058.28, n=5, outliers=0
tree_ORTHOMCL424_Inner6.nexus: média=38042.60 bps, std=3457.16, mediana=35247.01, min=35198.70, max=42281.20, n=5, outliers=0
tree_ORTHOMCL441_Inner1.nexus: média=11696.25 bps, std=1215.66, mediana=11174.59, min=10590.34, max=13759.05, n=5, outliers=0
tree_ORTHOMCL441_Inner2.nexus: média=13124.37 bps, std=2324.51, mediana=13644.73, min=9163.30, max=15903.59, n=5, outliers=0
tree_ORTHOMCL441_Inner3.nexus: média=19273.54 bps, std=1141.19, mediana=19839.29, min=16991.25, max=19863.91, n=5, outliers=0
tree_ORTHOMCL441_Inner4.nexus: média=22287.17 bps, std=4069.24, mediana=23691.85, min=17772.50, max=28472.89, n=5, outliers=0
tree_ORTHOMCL441_Inner5.nexus: média=29795.12 bps, std=2712.82, mediana=27594.95, min=27564.84, max=33133.64, n=5, outliers=0
tree_ORTHOMCL441_Inner6.nexus: média=33232.88 bps, std=1951.07, mediana=34224.20, min=29332.83, max=34282.28, n=5, outliers=0
tree_ORTHOMCL458_Inner1.nexus: média=12536.12 bps, std=315.49, mediana=12373.68, min=12343.08, max=13164.03, n=5, outliers=0
tree_ORTHOMCL458_Inner2.nexus: média=16575.76 bps, std=2468.77, mediana=16236.82, min=13897.39, max=19465.67, n=5, outliers=0
tree_ORTHOMCL458_Inner3.nexus: média=19901.67 bps, std=1698.55, mediana=19978.20, min=17105.73, max=22468.87, n=5, outliers=0
tree_ORTHOMCL458_Inner4.nexus: média=13347.99 bps, std=1206.63, mediana=12385.37, min=12351.41, max=14829.81, n=5, outliers=0
tree_ORTHOMCL458_Inner5.nexus: média=30424.48 bps, std=3359.63, mediana=30252.83, min=25922.96, max=36337.97, n=5, outliers=0
tree_ORTHOMCL465_Inner1.nexus: média=12552.63 bps, std=1273.54, mediana=12356.92, min=10868.77, max=14823.80, n=5, outliers=0
tree_ORTHOMCL465_Inner2.nexus: média=17533.05 bps, std=1290.31, mediana=16661.35, min=16632.70, max=19964.32, n=5, outliers=0
tree_ORTHOMCL465_Inner3.nexus: média=21295.54 bps, std=3487.01, mediana=20364.76, min=17475.70, max=27900.08, n=5, outliers=0
tree_ORTHOMCL465_Inner4.nexus: média=24492.10 bps, std=2650.17, mediana=24242.37, min=20788.09, max=29086.61, n=5, outliers=0
tree_ORTHOMCL465_Inner5.nexus: média=12723.86 bps, std=1460.15, mediana=12313.29, min=10482.48, max=14655.32, n=5, outliers=0
tree_ORTHOMCL465_Inner6.nexus: média=31767.40 bps, std=2817.58, mediana=29562.17, min=29468.26, max=35960.52, n=5, outliers=0
tree_ORTHOMCL508_Inner1.nexus: média=13005.98 bps, std=997.19, mediana=12494.05, min=12483.49, max=14999.64, n=5, outliers=0
tree_ORTHOMCL508_Inner2.nexus: média=16402.50 bps, std=1757.77, mediana=16233.39, min=13898.43, max=19417.64, n=5, outliers=0
tree_ORTHOMCL508_Inner3.nexus: média=12987.22 bps, std=970.17, mediana=12507.55, min=12492.46, max=14927.50, n=5, outliers=0
tree_ORTHOMCL508_Inner4.nexus: média=21302.11 bps, std=1634.46, mediana=20502.99, min=20433.90, max=24570.54, n=5, outliers=0
tree_ORTHOMCL508_Inner5.nexus: média=32699.15 bps, std=4081.73, mediana=31207.66, min=26665.38, max=37288.21, n=5, outliers=0
tree_ORTHOMCL510_Inner1.nexus: média=12983.91 bps, std=1006.11, mediana=12484.89, min=12463.76, max=14996.04, n=5, outliers=0
tree_ORTHOMCL510_Inner2.nexus: média=17530.61 bps, std=1587.39, mediana=16255.21, min=16217.37, max=19477.25, n=5, outliers=0
tree_ORTHOMCL510_Inner3.nexus: média=13001.92 bps, std=1006.08, mediana=12499.78, min=12490.61, max=15014.04, n=5, outliers=0
tree_ORTHOMCL510_Inner4.nexus: média=16384.97 bps, std=1833.32, mediana=16317.53, min=14013.08, max=19633.56, n=5, outliers=0
tree_ORTHOMCL510_Inner5.nexus: média=32298.32 bps, std=2447.84, mediana=31183.20, min=29776.66, max=36852.17, n=5, outliers=0
tree_ORTHOMCL515_Inner1.nexus: média=12280.01 bps, std=1592.45, mediana=12474.57, min=10584.70, max=14837.83, n=5, outliers=0
tree_ORTHOMCL515_Inner2.nexus: média=17298.62 bps, std=1326.78, mediana=16639.37, min=16623.88, max=19952.14, n=5, outliers=0
tree_ORTHOMCL515_Inner3.nexus: média=13572.06 bps, std=889.97, mediana=14235.72, min=12474.46, max=14380.64, n=5, outliers=0
tree_ORTHOMCL515_Inner4.nexus: média=3835.85 bps, std=317.94, mediana=3947.82, min=3262.18, max=4115.05, n=5, outliers=0
tree_ORTHOMCL515_Inner5.nexus: média=33521.93 bps, std=4181.18, mediana=35876.34, min=26520.70, max=37138.91, n=5, outliers=0
tree_ORTHOMCL524_Inner1.nexus: média=14115.90 bps, std=1116.33, mediana=13568.71, min=12871.68, max=15458.30, n=5, outliers=0
tree_ORTHOMCL524_Inner2.nexus: média=11218.02 bps, std=1859.65, mediana=10730.92, min=9356.91, max=14141.67, n=5, outliers=0
tree_ORTHOMCL524_Inner3.nexus: média=12629.77 bps, std=1364.80, mediana=12489.42, min=10715.98, max=14992.60, n=5, outliers=0
tree_ORTHOMCL524_Inner4.nexus: média=21057.71 bps, std=1610.10, mediana=20264.68, min=20233.16, max=24277.79, n=5, outliers=0
tree_ORTHOMCL524_Inner5.nexus: média=30784.84 bps, std=570.21, mediana=31057.68, min=29645.79, max=31111.97, n=5, outliers=0
tree_ORTHOMCL525_Inner1.nexus: média=13463.52 bps, std=1139.20, mediana=12968.92, min=12327.28, max=14835.56, n=5, outliers=0
tree_ORTHOMCL525_Inner2.nexus: média=12633.54 bps, std=1086.67, mediana=12528.54, min=10741.56, max=13727.41, n=5, outliers=0
tree_ORTHOMCL525_Inner3.nexus: média=13527.74 bps, std=2036.09, mediana=13392.32, min=10571.31, max=16527.50, n=5, outliers=0
tree_ORTHOMCL525_Inner4.nexus: média=20173.17 bps, std=2228.95, mediana=19986.81, min=16929.89, max=23944.95, n=5, outliers=0
tree_ORTHOMCL525_Inner5.nexus: média=31803.30 bps, std=3980.11, mediana=30745.03, min=26048.31, max=36419.71, n=5, outliers=0
tree_ORTHOMCL526_Inner1.nexus: média=12494.48 bps, std=1397.57, mediana=12475.61, min=10954.46, max=15005.88, n=5, outliers=0
tree_ORTHOMCL526_Inner2.nexus: média=12262.55 bps, std=2024.15, mediana=12504.65, min=9365.59, max=14994.67, n=5, outliers=0
tree_ORTHOMCL526_Inner3.nexus: média=16421.45 bps, std=1768.20, mediana=16230.22, min=13919.84, max=19467.01, n=5, outliers=0
tree_ORTHOMCL526_Inner4.nexus: média=15713.12 bps, std=902.60, mediana=16227.89, min=13920.24, max=16231.30, n=5, outliers=0
tree_ORTHOMCL526_Inner5.nexus: média=28923.16 bps, std=4297.98, mediana=26162.40, min=26137.60, max=37249.63, n=5, outliers=0
tree_ORTHOMCL534_Inner1.nexus: média=14071.26 bps, std=1582.46, mediana=14822.83, min=12133.78, max=16227.78, n=5, outliers=0
tree_ORTHOMCL534_Inner2.nexus: média=12340.70 bps, std=1566.99, mediana=12444.67, min=10701.06, max=14994.46, n=5, outliers=0
tree_ORTHOMCL534_Inner3.nexus: média=12362.00 bps, std=658.61, mediana=12170.85, min=11635.13, max=13606.47, n=5, outliers=0
tree_ORTHOMCL534_Inner4.nexus: média=16158.71 bps, std=2085.09, mediana=15101.95, min=14321.84, max=19706.23, n=5, outliers=0
tree_ORTHOMCL534_Inner5.nexus: média=33603.50 bps, std=4309.61, mediana=36858.84, min=26398.94, max=37004.61, n=5, outliers=0
tree_ORTHOMCL537_Inner1.nexus: média=12502.12 bps, std=1318.23, mediana=12364.59, min=10601.49, max=14745.03, n=5, outliers=0
tree_ORTHOMCL537_Inner2.nexus: média=12908.85 bps, std=1398.63, mediana=12751.22, min=10921.37, max=15310.96, n=5, outliers=0
tree_ORTHOMCL537_Inner3.nexus: média=20454.04 bps, std=2202.04, mediana=20378.60, min=17462.43, max=24298.39, n=5, outliers=0
tree_ORTHOMCL537_Inner4.nexus: média=13096.34 bps, std=958.97, mediana=12561.91, min=12489.77, max=14984.71, n=5, outliers=0
tree_ORTHOMCL537_Inner5.nexus: média=29595.89 bps, std=4666.93, mediana=30776.85, min=23072.26, max=36902.88, n=5, outliers=0
tree_ORTHOMCL540_Inner1.nexus: média=12633.11 bps, std=1359.28, mediana=12493.65, min=10711.86, max=14975.64, n=5, outliers=0
tree_ORTHOMCL540_Inner2.nexus: média=13331.05 bps, std=1186.82, mediana=12371.39, min=12350.09, max=14817.89, n=5, outliers=0
tree_ORTHOMCL540_Inner3.nexus: média=16548.70 bps, std=1771.48, mediana=16364.83, min=14070.38, max=19619.58, n=5, outliers=0
tree_ORTHOMCL540_Inner4.nexus: média=16363.38 bps, std=2101.09, mediana=16630.47, min=14258.03, max=19979.72, n=5, outliers=0
tree_ORTHOMCL540_Inner5.nexus: média=30550.47 bps, std=5168.51, mediana=30886.37, min=23176.50, max=37108.23, n=5, outliers=0
tree_ORTHOMCL557_Inner1.nexus: média=13123.24 bps, std=971.01, mediana=12497.54, min=12483.90, max=14998.39, n=5, outliers=0
tree_ORTHOMCL557_Inner2.nexus: média=16708.48 bps, std=2369.71, mediana=16219.21, min=13915.35, max=19471.20, n=5, outliers=0
tree_ORTHOMCL557_Inner3.nexus: média=21462.61 bps, std=1604.27, mediana=20521.95, min=20481.98, max=24627.77, n=5, outliers=0
tree_ORTHOMCL557_Inner4.nexus: média=12491.21 bps, std=1634.56, mediana=11948.66, min=11051.45, max=15464.56, n=5, outliers=0
tree_ORTHOMCL557_Inner5.nexus: média=33815.38 bps, std=3057.24, mediana=31325.57, min=31315.60, max=37560.57, n=5, outliers=0
tree_ORTHOMCL581_Inner1.nexus: média=12361.69 bps, std=1539.60, mediana=12357.60, min=9935.60, max=14804.18, n=5, outliers=0
tree_ORTHOMCL581_Inner2.nexus: média=12622.93 bps, std=1258.80, mediana=12487.90, min=11454.62, max=14994.38, n=5, outliers=0
tree_ORTHOMCL581_Inner3.nexus: média=13178.62 bps, std=1284.48, mediana=12367.88, min=11722.87, max=14864.47, n=5, outliers=0
tree_ORTHOMCL581_Inner4.nexus: média=15766.86 bps, std=2788.27, mediana=16342.96, min=10718.55, max=19314.19, n=5, outliers=0
tree_ORTHOMCL581_Inner5.nexus: média=24813.01 bps, std=3501.14, mediana=26055.78, min=18229.18, max=28654.95, n=5, outliers=0
tree_ORTHOMCL588_Inner1.nexus: média=12962.77 bps, std=955.46, mediana=12365.22, min=12344.59, max=14820.47, n=5, outliers=0
tree_ORTHOMCL588_Inner2.nexus: média=12460.25 bps, std=1784.47, mediana=12359.78, min=10593.03, max=15757.83, n=5, outliers=0
tree_ORTHOMCL588_Inner3.nexus: média=18370.57 bps, std=3063.49, mediana=17789.57, min=14244.72, max=23267.94, n=5, outliers=0
tree_ORTHOMCL588_Inner4.nexus: média=12591.37 bps, std=188.19, mediana=12501.52, min=12491.66, max=12967.65, n=5, outliers=0
tree_ORTHOMCL588_Inner5.nexus: média=31286.88 bps, std=3368.80, mediana=30920.48, min=26553.08, max=37112.48, n=5, outliers=0
tree_ORTHOMCL592_Inner1.nexus: média=13220.54 bps, std=1082.26, mediana=12364.64, min=12330.95, max=14814.61, n=5, outliers=0
tree_ORTHOMCL592_Inner2.nexus: média=16690.97 bps, std=1319.02, mediana=16097.37, min=15862.29, max=19323.03, n=5, outliers=0
tree_ORTHOMCL592_Inner3.nexus: média=20193.63 bps, std=3718.27, mediana=19888.72, min=13646.13, max=23807.30, n=5, outliers=0
tree_ORTHOMCL592_Inner4.nexus: média=3996.83 bps, std=255.43, mediana=3938.14, min=3740.35, max=4405.15, n=5, outliers=0
tree_ORTHOMCL592_Inner5.nexus: média=32854.13 bps, std=2960.44, mediana=30451.74, min=30420.59, max=36542.76, n=5, outliers=0
tree_ORTHOMCL596_Inner1.nexus: média=12001.34 bps, std=1899.07, mediana=12481.52, min=9364.12, max=14982.08, n=5, outliers=0
tree_ORTHOMCL596_Inner2.nexus: média=12279.66 bps, std=1571.25, mediana=12487.78, min=10706.63, max=14991.91, n=5, outliers=0
tree_ORTHOMCL596_Inner3.nexus: média=16404.50 bps, std=1777.52, mediana=16228.60, min=13910.53, max=19480.36, n=5, outliers=0
tree_ORTHOMCL596_Inner4.nexus: média=16614.86 bps, std=2482.55, mediana=16231.41, min=13909.31, max=19493.61, n=5, outliers=0
tree_ORTHOMCL596_Inner5.nexus: média=28652.66 bps, std=2116.06, mediana=30371.01, min=26042.18, max=30387.06, n=5, outliers=0
tree_ORTHOMCL609_Inner1.nexus: média=12996.63 bps, std=1001.98, mediana=12496.94, min=12481.43, max=15000.40, n=5, outliers=0
tree_ORTHOMCL609_Inner2.nexus: média=16607.21 bps, std=2365.53, mediana=16369.76, min=14023.88, max=19536.86, n=5, outliers=0
tree_ORTHOMCL609_Inner3.nexus: média=19961.13 bps, std=1254.89, mediana=20634.11, min=17658.07, max=21178.28, n=5, outliers=0
tree_ORTHOMCL609_Inner4.nexus: média=26607.11 bps, std=2210.21, mediana=25654.76, min=24352.06, max=29285.45, n=5, outliers=0
tree_ORTHOMCL609_Inner5.nexus: média=30445.39 bps, std=4437.19, mediana=30940.95, min=23118.42, max=37088.91, n=5, outliers=0
tree_ORTHOMCL613_Inner1.nexus: média=12696.10 bps, std=1848.11, mediana=12409.61, min=10582.10, max=14826.23, n=5, outliers=0
tree_ORTHOMCL613_Inner2.nexus: média=16424.79 bps, std=1764.24, mediana=16244.90, min=13932.13, max=19465.97, n=5, outliers=0
tree_ORTHOMCL613_Inner3.nexus: média=21667.65 bps, std=1884.42, mediana=20503.41, min=19923.90, max=23976.07, n=5, outliers=0
tree_ORTHOMCL613_Inner4.nexus: média=13107.16 bps, std=2473.53, mediana=12356.10, min=10599.41, max=17863.02, n=5, outliers=0
tree_ORTHOMCL613_Inner5.nexus: média=31615.11 bps, std=2448.29, mediana=30398.89, min=30357.00, max=36511.43, n=5, outliers=0
tree_ORTHOMCL617_Inner1.nexus: média=11877.78 bps, std=1874.38, mediana=12351.69, min=9270.44, max=14821.98, n=5, outliers=0
tree_ORTHOMCL617_Inner2.nexus: média=11742.20 bps, std=1582.17, mediana=10593.81, min=10586.19, max=14599.27, n=5, outliers=0
tree_ORTHOMCL617_Inner3.nexus: média=13027.99 bps, std=994.67, mediana=12503.95, min=12465.55, max=15013.11, n=5, outliers=0
tree_ORTHOMCL617_Inner4.nexus: média=20347.88 bps, std=2187.31, mediana=20101.59, min=17270.40, max=24127.47, n=5, outliers=0
tree_ORTHOMCL617_Inner5.nexus: média=33743.97 bps, std=4358.03, mediana=37086.03, min=26533.98, max=37171.79, n=5, outliers=0
tree_ORTHOMCL625_Inner1.nexus: média=12441.09 bps, std=1251.60, mediana=12854.20, min=11042.49, max=14309.39, n=5, outliers=0
tree_ORTHOMCL625_Inner2.nexus: média=12540.02 bps, std=1359.70, mediana=12231.20, min=10485.09, max=14669.55, n=5, outliers=0
tree_ORTHOMCL625_Inner3.nexus: média=12633.18 bps, std=1375.61, mediana=12482.94, min=10702.37, max=15013.54, n=5, outliers=0
tree_ORTHOMCL625_Inner4.nexus: média=21001.29 bps, std=2646.14, mediana=19974.11, min=17115.31, max=23986.31, n=5, outliers=0
tree_ORTHOMCL625_Inner5.nexus: média=29766.42 bps, std=3129.04, mediana=31320.00, min=23508.37, max=31343.44, n=5, outliers=0
tree_ORTHOMCL626_Inner1.nexus: média=13558.76 bps, std=1706.75, mediana=12894.94, min=11053.65, max=15495.42, n=5, outliers=0
tree_ORTHOMCL626_Inner2.nexus: média=12353.05 bps, std=1781.67, mediana=12475.49, min=9368.37, max=14983.73, n=5, outliers=0
tree_ORTHOMCL626_Inner3.nexus: média=12000.69 bps, std=1303.43, mediana=12356.69, min=10585.14, max=14057.73, n=5, outliers=0
tree_ORTHOMCL626_Inner4.nexus: média=21837.01 bps, std=1744.68, mediana=21084.62, min=20120.91, max=24127.91, n=5, outliers=0
tree_ORTHOMCL626_Inner5.nexus: média=31379.94 bps, std=1360.29, mediana=30913.51, min=29967.96, max=33946.41, n=5, outliers=0
tree_ORTHOMCL641_Inner1.nexus: média=12480.35 bps, std=1930.54, mediana=11930.29, min=10770.48, max=16186.05, n=5, outliers=0
tree_ORTHOMCL641_Inner2.nexus: média=16900.03 bps, std=1408.55, mediana=16108.16, min=15354.75, max=19264.94, n=5, outliers=0
tree_ORTHOMCL641_Inner3.nexus: média=12550.33 bps, std=1276.35, mediana=12353.65, min=10863.92, max=14827.41, n=5, outliers=0
tree_ORTHOMCL641_Inner4.nexus: média=16327.84 bps, std=1749.45, mediana=16090.22, min=13780.98, max=19276.62, n=5, outliers=0
tree_ORTHOMCL641_Inner5.nexus: média=31700.81 bps, std=3986.24, mediana=30168.99, min=25830.59, max=36217.26, n=5, outliers=0
tree_ORTHOMCL648_Inner1.nexus: média=11315.48 bps, std=1294.83, mediana=12210.79, min=9159.75, max=12482.30, n=5, outliers=0
tree_ORTHOMCL648_Inner2.nexus: média=13167.27 bps, std=1845.80, mediana=12370.91, min=10594.81, max=15708.89, n=5, outliers=0
tree_ORTHOMCL648_Inner3.nexus: média=16714.46 bps, std=1920.33, mediana=16101.56, min=13792.86, max=19287.36, n=5, outliers=0
tree_ORTHOMCL648_Inner4.nexus: média=17701.78 bps, std=2939.68, mediana=16228.39, min=16218.79, max=23581.08, n=5, outliers=0
tree_ORTHOMCL648_Inner5.nexus: média=32395.85 bps, std=4054.16, mediana=30836.09, min=26426.50, max=36958.54, n=5, outliers=0
tree_ORTHOMCL650_Inner1.nexus: média=13129.56 bps, std=1654.20, mediana=12486.80, min=10706.08, max=15007.48, n=5, outliers=0
tree_ORTHOMCL650_Inner2.nexus: média=16141.85 bps, std=2101.59, mediana=16246.55, min=13914.46, max=19483.93, n=5, outliers=0
tree_ORTHOMCL650_Inner3.nexus: média=22328.50 bps, std=3611.59, mediana=20496.96, min=18802.85, max=28485.76, n=5, outliers=0
tree_ORTHOMCL650_Inner4.nexus: média=12015.36 bps, std=359.40, mediana=12217.94, min=11356.82, max=12356.16, n=5, outliers=0
tree_ORTHOMCL650_Inner5.nexus: média=34970.86 bps, std=2544.70, mediana=36949.12, min=30804.80, max=36961.12, n=5, outliers=0
tree_ORTHOMCL652_Inner1.nexus: média=12160.36 bps, std=1047.00, mediana=12487.31, min=10707.85, max=13749.96, n=5, outliers=0
tree_ORTHOMCL652_Inner2.nexus: média=17505.10 bps, std=1225.08, mediana=17576.35, min=16210.36, max=19487.50, n=5, outliers=0
tree_ORTHOMCL652_Inner3.nexus: média=14346.92 bps, std=1289.62, mediana=13302.14, min=13289.67, max=15935.94, n=5, outliers=0
tree_ORTHOMCL652_Inner4.nexus: média=7846.21 bps, std=499.78, mediana=8241.74, min=7072.76, max=8246.25, n=5, outliers=0
tree_ORTHOMCL652_Inner5.nexus: média=32188.45 bps, std=3006.45, mediana=31520.66, min=28592.13, max=37753.24, n=5, outliers=0
tree_ORTHOMCL659_Inner1.nexus: média=14260.91 bps, std=1275.98, mediana=14982.38, min=11726.55, max=14998.33, n=5, outliers=0
tree_ORTHOMCL659_Inner2.nexus: média=13094.36 bps, std=1406.15, mediana=12889.71, min=11052.08, max=15464.43, n=5, outliers=0
tree_ORTHOMCL659_Inner3.nexus: média=12726.88 bps, std=1486.69, mediana=12222.94, min=10477.97, max=14657.07, n=5, outliers=0
tree_ORTHOMCL659_Inner4.nexus: média=17275.77 bps, std=2370.13, mediana=17167.71, min=13230.29, max=20546.28, n=5, outliers=0
tree_ORTHOMCL659_Inner5.nexus: média=31356.01 bps, std=3578.57, mediana=31333.20, min=26833.04, max=37705.89, n=5, outliers=0
tree_ORTHOMCL665_Inner1.nexus: média=12852.51 bps, std=1953.03, mediana=13217.52, min=9726.68, max=14834.24, n=5, outliers=0
tree_ORTHOMCL665_Inner2.nexus: média=17728.42 bps, std=1719.89, mediana=18507.15, min=15015.25, max=19963.86, n=5, outliers=0
tree_ORTHOMCL665_Inner3.nexus: média=19357.59 bps, std=2029.84, mediana=20372.31, min=15298.03, max=20397.08, n=5, outliers=0
tree_ORTHOMCL665_Inner4.nexus: média=24806.64 bps, std=4014.55, mediana=24103.15, min=18081.78, max=28946.60, n=5, outliers=0
tree_ORTHOMCL665_Inner5.nexus: média=32349.48 bps, std=3973.90, mediana=30965.19, min=26407.96, max=36953.39, n=5, outliers=0
tree_ORTHOMCL667_Inner1.nexus: média=11839.35 bps, std=742.11, mediana=12334.60, min=10496.07, max=12449.74, n=5, outliers=0
tree_ORTHOMCL667_Inner2.nexus: média=11218.37 bps, std=1594.76, mediana=12219.58, min=8202.77, max=12448.10, n=5, outliers=0
tree_ORTHOMCL667_Inner3.nexus: média=11612.09 bps, std=703.00, mediana=11732.35, min=10576.01, max=12376.04, n=5, outliers=0
tree_ORTHOMCL667_Inner4.nexus: média=20867.74 bps, std=2597.89, mediana=19897.99, min=17038.91, max=23811.30, n=5, outliers=0
tree_ORTHOMCL667_Inner5.nexus: média=29484.05 bps, std=4660.98, mediana=30657.93, min=22984.74, max=36796.46, n=5, outliers=0
tree_ORTHOMCL680_Inner1.nexus: média=12450.50 bps, std=1213.08, mediana=12219.66, min=10933.17, max=14662.83, n=5, outliers=0
tree_ORTHOMCL680_Inner2.nexus: média=17811.16 bps, std=1469.50, mediana=18269.01, min=16058.42, max=19324.56, n=5, outliers=0
tree_ORTHOMCL680_Inner3.nexus: média=20616.31 bps, std=2219.63, mediana=20375.68, min=17484.95, max=24445.85, n=5, outliers=0
tree_ORTHOMCL680_Inner4.nexus: média=13486.10 bps, std=1215.50, mediana=12513.36, min=12470.93, max=14986.06, n=5, outliers=0
tree_ORTHOMCL680_Inner5.nexus: média=30285.08 bps, std=3872.49, mediana=30803.08, min=26388.46, max=36939.68, n=5, outliers=0
tree_ORTHOMCL721_Inner1.nexus: média=12752.51 bps, std=1846.16, mediana=12877.10, min=9658.13, max=15476.38, n=5, outliers=0
tree_ORTHOMCL721_Inner2.nexus: média=13991.30 bps, std=1218.00, mediana=14978.33, min=12498.28, max=15000.33, n=5, outliers=0
tree_ORTHOMCL721_Inner3.nexus: média=16762.50 bps, std=1518.51, mediana=16365.47, min=15079.23, max=19630.91, n=5, outliers=0
tree_ORTHOMCL721_Inner4.nexus: média=28841.18 bps, std=4133.33, mediana=27734.69, min=22220.22, max=33268.76, n=5, outliers=0
tree_ORTHOMCL726_Inner1.nexus: média=12682.71 bps, std=1616.21, mediana=12489.46, min=10699.21, max=14932.11, n=5, outliers=0
tree_ORTHOMCL726_Inner2.nexus: média=12971.10 bps, std=923.93, mediana=12899.48, min=11609.32, max=14520.61, n=5, outliers=0
tree_ORTHOMCL726_Inner3.nexus: média=13549.20 bps, std=1705.68, mediana=12887.06, min=11041.69, max=15470.81, n=5, outliers=0
